Timestamp;PredictedSteeringAngle;ActualSteeringAngle
1584542934567479;0.0982925;0.290888
1584542934668053;0.0945114;-0
1584542934769194;0.0702716;-0
1584542934867295;0.0253804;0.188939
1584542934967105;0.0549287;0.290888
1584542935067119;0.0537371;-0
1584542935167288;0;-0
1584542935269033;0.0308543;0.0150029
1584542935367174;0.064846;0.125962
1584542935467399;-0.0137803;0.137956
1584542935567148;-0.0211127;0.137956
1584542935667609;-0.0486572;0.134955
1584542935769142;0.0168376;0.143957
1584542935866931;0.0217228;0.0659773
1584542935967125;-0.0142391;-0
1584542936067183;0.00245127;-0
1584542936166853;-0.00719956;-0
1584542936269004;-0.00260447;0.0749791
1584542936367017;-0.0223328;0.122962
1584542936466799;-0.0101084;-0
1584542936569407;-0.0543331;-0
1584542936667626;-0.0543331;-0
1584542936768923;-0.0543331;-0
1584542936867107;0.0290314;-0
1584542936967028;0.0290314;-0
1584542937066820;-0.0101084;-0
1584542937166699;0.0291834;-0
1584542937269144;0.0288794;-0
1584542937369860;0.0288794;-0
1584542937469392;0.0288794;-0
1584542937566871;0.0288794;-0
1584542937667397;0.0288794;-0
1584542937768623;0.0288794;-0
1584542937867095;0.0288794;-0
1584542937966909;0.0288794;-0
1584542938066752;0.0293354;-0
1584542938166651;0.0297912;-0
1584542938272357;0.0293354;-0
1584542938369411;0.0296392;-0
1584542938469019;0.0296392;-0
1584542938569185;0.0293354;-0
1584542938667128;0.0296392;-0
1584542938768775;0.0296392;-0
1584542938866604;0.0296392;-0
1584542938966611;0.0296392;-0
1584542939066814;0.0296392;-0
1584542939166421;0.0296392;-0
